Review_Date,Positive_Review,Negative_Review,Reviewer_Score,Tags,Total_Number_of_Reviews_Reviewer_Has_Given,days_since_review,month_idx,days_num,doc_id
2017-07-10,Bed was very comfortable location great,Room is a bit small for the price and shower could be modernized i hate shower curtains that stick to you while you trying to shower,8.8,"[' Leisure trip ', ' Group ', ' Small Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",44,24 days,7,24,543
2016-07-04,Room is cosy and silent with a comfortable bed Grocery shop accross the street if needed Metro round the corner,Patio view overlooking the restaurant Leaking shower tub,8.3,"[' Leisure trip ', ' Family with older children ', ' Twin Room with Public Transport Ticket ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,395 day,7,395,544
2017-07-17,No Positive,Nothing i asked for when i booked was available breakfast they said afterwards was not included but i insisted on and i had to show them my booking confirmation repeatedly over all it was the worst hotel experience i have had and i will never ever go back there Wifi was not good and all tv channels are in spanish,2.5,"[' Solo traveler ', ' Basic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",4,17 days,7,17,545
2017-07-06,The rooms are spacious and nicely designed We also had our little living room which was very convenient And it was clean,The location of this hotel is horrible When we took the bus to the station it kept going to a bad neighborhood This hotel is located near a bridge where it is full of refugees and homeless people around When we got off the train people kept staring at us and smelled like someone peed the whole time when we walked to the hotel from the station We felt very insecure Staffs were okay but I feel that they can be more helpful to those who are traveling Few of them were just lazy with their answers Also They don t really smile,6.7,"[' Leisure trip ', ' Couple ', ' Superior Suite with 1 Double Bed and 1 Single Bed ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,28 days,7,28,546
2016-07-31,Good control of the air conditioning unit allowed for a good night sleep,Disappointed that Wi Fi was not included in my room price I feel this should have been included as standard When I went to collect my suitcase from the holding area the staff member just left the case unattended for anyone to pick up I followed the staff member when he went to collect my case but decided to leave it in a place I wasn t waiting,6.3,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,368 day,7,368,547
2016-07-25,The staff were really friendly and polite We stayed in the Barlow Wing room was exceptionally quiet which is unusual and welcome for a London hotel After check out we were offered some bottled water to take with us for our day s activities nice touch,Nothing,9.2,"[' Leisure trip ', ' Couple ', ' Deluxe Room Barlow Wing ', ' Stayed 1 night ', ' Submitted from a mobile device ']",11,374 day,7,374,548
2017-07-11,Nespresso coffee machines in the room was great Staff at desk were so helpful Pool and Jacuzzi on the roof was great,Woken up every morning like clockwork with cleaners dragging the heavy chairs around other rooms while cleaning Payed such a high price and not one breakfast thrown in on any of our four mornings,7.9,"[' Leisure trip ', ' Couple ', ' Basic Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",4,23 days,7,23,549
2016-07-10,Despite construction the staff were able to move our room to somewhere quiet And of course the price was very good for London,There was construction going on in the area Well that s typical for London but would ve been nice to know ahead of time The beds were very hard shower was not very clean black stuff in the grout of tiles The cleaning staff woke us up trying to come clean the room at 830 9 and 930 The hotel is beginning to look very aged including the decor,6.3,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",7,389 day,7,389,550
2016-07-26,Well located calm good room bed with coffee machine,Nothing,9.2,"[' Leisure trip ', ' Couple ', ' Executive Double or Twin Room La Ravissante ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",35,373 day,7,373,551
2016-07-24,Great position and secure,Room a bit pokey,8.8,"[' Family with older children ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",6,375 day,7,375,552
2017-07-26,Absolutely loved staying in this hotel Friendly and helpful staff cozy room with a very comfortable bed amazing breakfast Looking forward to coming back soon,No Negative,10,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ']",4,8 days,7,8,553
2016-07-14,Very large bed and wonderful breakfast lovely roof terrace and pool,No Negative,10,"[' Leisure trip ', ' Couple ', ' Double or Twin Room 1 2 Adults ', ' Stayed 4 nights ']",2,385 day,7,385,554
2016-07-31,The staff are excellent Very friendly and take time to find out about you,The pillows,10,"[' Leisure trip ', ' Family with older children ', ' Standard Double or Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",1,368 day,7,368,555
2016-07-01,My second time staying at La Maison Favart It s been two years but the same comfort beautiful rooms and a most gracious staff Location great Near metro or just walking around the streets,No Negative,10,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",9,398 day,7,398,556
2017-07-31,Everything about this hotel was Lovely had an amazing time,No Negative,10,"[' Leisure trip ', ' Couple ', ' Comfort Double or Twin Room 1 2 Adults ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,3 days,7,3,557
2016-07-31,Everything A1,No Negative,10,"[' Couple ', ' Double Room with Sofa Bed Non Smoking ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",5,368 day,7,368,558
2017-07-13,Excellent location petite hotel de charme in one of the classiest locations in Paris very close to the best of Saint Germain Very nice room tasteful decor supercomfortable bed quiet Walking distance to museums restaurants stores movie theatres art galleries Delightful place to stay for visiting,Continental breakfast served in the room had a mediocre coffee and croissants I suggest such a nice place should give you better coffee and croissants common we are in Paris at the 6 arrondissment,9.6,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 3 nights ']",17,21 days,7,21,559
2016-07-26,It was a perfect experience,No Negative,10,"[' Leisure trip ', ' Family with older children ', ' Superior Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",4,373 day,7,373,560
2016-07-27,Bed comfy,Nothing,8.8,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2,372 day,7,372,561
2016-07-14,Staff were incredibly helpful,No Negative,10,"[' Leisure trip ', ' Family with young children ', ' Family Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,385 day,7,385,562
2017-07-05,Booked hotel because of its proximity to Wembley Not a particularly good area restaurants nearby ok No window in room and therefore no view and felt like a cave Also smelt mildly of damp Breakfast good,Room and area,6.3,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room No Window ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",3,29 days,7,29,563
2016-07-01,Near underground station and direct bus for camden primrose hill Zoo The room was very clean globally Very friendly and helpful staff,The cupboard was dusty and hot fridge inside a wall was stained,8.8,"[' Leisure trip ', ' Couple ', ' Standard Double Room No Window ', ' Stayed 3 nights ']",13,398 day,7,398,564
2016-07-11,Location,Missing Instructions List in Room,7.9,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 2 nights ']",6,388 day,7,388,565
2016-07-18,All staff were very helpful and doing an excellent job I noticed they now have a cooked breakfast option Clean sheets,Noisy very hard bed extraction fan not working in bathroom toilet not everyones smells of roses I would imagine the snagging list for this new hotel is very long,7.5,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']",1,381 day,7,381,566
2017-07-06,The size of the room The view snd the comfortable beds,Could have had more info on local attractions in lobby,10,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,28 days,7,28,567
2016-07-13,Staff Service was excellent allowed us to check our bags in early and placed them in our room ready for when we got back to the hotel Although the rooms have coffee making facilities each floor has a pantry for guest with free tea coffee sweets fruit and most importantly cake,Not sure whether it was us or not but the cold water tap in the bathroom ran hot Very odd,9.6,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']",2,386 day,7,386,568
2017-07-25,Everything,Breakfast,9.6,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",4,9 days,7,9,569
2017-07-16,They provide very good ham pastrami cheese fresh from the oven croissant yoghurt and fresh fruit cocktail for breakfast in a very nice room like a conservatory Very comfortable bed in a neat and stylish room,For breakfast I had coffee on the first two days espresso and cafe latte I do not know why but it was lukewarm on both days The machine needed warming up time As on both days I was the first customer to ask for coffee I opted for tea afterwards People seemed to be enjoying their coffee so it was probably just accidental Or maybe I like coffee very hot which might be wrong preference,9.6,"[' Solo traveler ', ' Double Room ', ' Stayed 13 nights ', ' Submitted from a mobile device ']",8,18 days,7,18,570
2017-07-11,Great breakfast comfortable bed small but adequate room for 1 night stay Location was great being 5 minutes from Gloucester Road tube station and 20 minutes walk from Hyde Park where we were going to a concert,Earlier check in,8.3,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,23 days,7,23,571
2017-07-16,The staff were extremely polite and helpful Very clean and comfortable Convenient for Eurostar,Have no complaints,9.6,"[' Leisure trip ', ' Solo traveler ', ' 2 rooms ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,18 days,7,18,572
2017-07-10,Location and staff will ensure a return visit Expensive at 279 but location ideal Staff so helpful stores cases room ready early and offered late check out Starbucks in foyer,No fridge and minimal toiletries very basic for 279 per night Noisy location but loved it as that s just Camden Our view was the opposite side of lock but fine Wifi from room quite poor too,8.8,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",8,24 days,7,24,573
